"stfdem","male","agea","eduyrs","mbtru","hinctnta","ppltrst","clsprty","age15"
7,1,37,16,0,10,7,0,22
7,1,30,18,1,7,7,0,15
7,0,39,17,1,8,8,1,24
7,0,35,17,0,9,7,0,20
5,0,70,12,0,3,6,1,55
5,1,19,15,0,1,6,0,4
8,0,47,13,0,3,7,0,32
8,0,26,17,0,3,4,1,11
7,1,39,14,0,3,5,0,24
2,1,61,18,1,6,7,1,46
2,0,56,10,0,,3,1,41
6,0,50,14,0,10,6,0,35
4,0,53,11,0,6,4,0,38
7,0,70,10,0,2,4,1,55
0,1,72,10,0,1,4,0,57
1,1,45,14,1,,5,1,30
1,1,47,12,0,,6,0,32
8,1,68,10,1,1,8,1,53
7,1,30,24,1,,5,0,15
5,1,42,11,0,8,2,0,27
3,0,47,,0,1,2,1,32
6,0,67,11,1,7,5,1,52
3,0,81,9,0,1,7,1,66
5,0,49,13,0,10,5,1,34
9,1,88,15,1,3,8,1,73
7,0,57,28,1,1,7,0,42
7,1,34,12,1,8,5,1,19
6,0,67,10,0,8,8,1,52
7,0,57,14,0,1,7,1,42
5,1,36,13,0,8,5,1,21
7,0,78,18,1,7,8,0,63
7,1,46,13,0,,6,1,31
3,0,73,12,0,,3,1,58
2,1,66,11,1,1,0,1,51
4,1,51,12,1,,4,1,36
3,1,26,20,0,,7,0,11
5,0,60,18,0,10,5,0,45
8,1,58,11,0,9,6,1,43
9,1,47,16,0,,4,0,32
,1,65,10,0,1,5,0,50
2,1,77,10,1,,6,0,62
10,1,63,11,1,1,8,1,48
3,0,61,10,1,2,7,1,46
10,0,78,11,0,2,10,1,63
6,0,81,10,1,2,3,1,66
1,0,64,11,0,2,8,0,49
6,0,63,16,1,4,7,1,48
4,0,69,12,1,2,5,1,54
1,0,35,17,1,4,5,1,20
7,1,55,12,0,1,8,1,40
6,1,29,14,0,,4,0,14
5,0,67,12,1,7,5,1,52
2,0,38,19,1,1,5,0,23
8,0,70,13,1,2,7,0,55
7,1,42,11,1,3,4,1,27
2,0,42,23,1,7,7,0,27
5,1,82,13,0,,2,0,67
4,1,26,19,0,,2,0,11
6,1,37,15,1,7,4,1,22
8,0,67,11,0,1,7,1,52
6,1,37,11,0,10,6,1,22
5,0,47,11,1,4,3,0,32
7,0,61,27,1,3,6,1,46
8,0,,18,0,,7,0,
5,0,44,14,0,5,7,1,29
4,0,24,13,0,6,3,1,9
8,1,35,16,1,9,7,0,20
2,0,50,11,1,7,8,1,35
5,0,39,11,0,,1,0,24
7,0,44,16,0,8,4,1,29
6,0,55,14,1,8,7,1,40
1,0,34,15,0,2,2,0,19
3,1,22,13,0,5,5,0,7
7,1,33,22,0,10,2,1,18
7,0,60,13,1,8,6,0,45
7,1,83,9,1,3,5,0,68
8,1,68,8,0,1,3,0,53
4,0,49,15,1,5,2,1,34
9,0,61,11,0,6,5,1,46
0,1,56,11,1,3,5,0,41
4,0,53,14,0,5,1,0,38
5,0,68,11,1,9,6,1,53
7,0,42,20,1,10,4,0,27
8,1,64,15,1,,7,1,49
5,0,69,11,1,2,7,0,54
4,0,45,10,0,1,6,0,30
2,0,76,10,1,,5,1,61
8,1,41,12,1,9,5,1,26
8,1,48,14,1,6,4,0,33
4,0,55,11,1,,6,1,40
2,1,74,11,1,3,5,1,59
10,1,47,16,0,10,7,1,32
2,0,36,16,1,10,6,1,21
,0,82,9,0,2,6,0,67
2,0,43,11,0,,0,1,28
4,1,52,17,1,2,4,0,37
8,1,44,20,0,10,6,1,29
2,0,50,11,1,3,7,1,35
5,0,40,13,1,3,5,1,25
5,1,52,11,0,,8,0,37
7,1,46,13,0,8,3,1,31
6,0,58,13,1,6,3,0,43
1,1,18,13,0,,7,1,3
5,0,64,14,1,2,3,0,49
6,0,38,11,0,5,8,0,23
5,1,45,18,1,8,7,1,30
6,0,50,13,1,5,6,1,35
10,0,39,24,0,,7,0,24
7,0,62,11,0,,4,1,47
5,0,76,10,0,1,4,0,61
7,1,69,13,1,4,7,1,54
,0,39,10,0,1,3,0,24
9,1,63,10,1,6,5,1,48
9,1,16,11,0,,3,1,1
3,0,38,13,0,7,6,1,23
5,1,77,9,1,1,4,1,62
5,1,27,11,1,2,5,1,12
2,0,67,10,0,1,4,0,52
5,0,41,19,0,7,3,0,26
1,0,70,10,1,6,3,1,55
5,0,35,11,0,4,7,0,20
1,0,53,11,1,4,2,1,38
6,1,74,11,0,1,6,1,59
4,1,49,11,0,3,7,0,34
2,0,20,12,0,,5,0,5
3,0,72,10,1,2,4,0,57
0,0,58,11,1,1,7,1,43
2,1,69,12,1,4,2,1,54
5,1,68,14,0,4,10,0,53
7,1,74,9,1,10,6,1,59
6,1,40,15,0,10,5,1,25
8,0,60,19,1,3,6,1,45
0,0,62,11,0,1,10,1,47
5,0,57,16,1,8,5,0,42
2,0,28,9,0,1,5,0,13
3,0,28,14,0,5,6,0,13
8,0,38,13,0,7,3,1,23
4,1,45,13,0,3,7,0,30
5,0,81,9,1,2,8,1,66
6,0,26,13,0,10,7,0,11
7,0,53,16,0,9,7,0,38
5,0,27,20,0,5,4,0,12
1,1,32,14,1,5,3,1,17
7,0,59,19,0,6,7,1,44
3,1,61,16,0,4,7,0,46
9,0,32,13,0,9,6,0,17
4,0,40,10,0,1,4,0,25
7,0,48,13,0,1,5,1,33
7,1,38,16,0,5,8,0,23
7,0,29,17,1,10,5,0,14
7,0,43,17,0,5,8,1,28
9,1,64,11,1,,6,,49
1,0,48,11,0,2,6,1,33
4,1,18,12,0,7,1,1,3
10,0,65,10,1,,10,1,50
8,1,67,11,1,5,5,1,52
8,0,80,10,1,2,6,1,65
4,1,75,18,0,1,5,1,60
6,1,17,12,0,10,8,0,2
0,0,63,15,1,6,1,0,48
5,1,18,13,0,6,8,1,3
8,1,82,15,1,,8,1,67
4,0,50,8,0,1,0,0,35
8,0,50,16,1,8,8,1,35
5,1,54,14,1,6,3,1,39
9,1,39,18,0,9,5,1,24
2,1,52,11,1,10,7,0,37
3,1,31,10,0,3,5,0,16
0,0,51,11,0,1,3,0,36
4,0,41,13,0,3,5,1,26
2,1,73,10,1,,2,0,58
5,1,42,17,0,6,6,1,27
8,0,44,21,0,6,8,0,29
2,0,18,12,0,,3,0,3
7,0,77,19,1,9,7,1,62
5,0,72,13,0,5,2,1,57
5,1,73,8,1,2,5,0,58
1,1,43,18,1,5,4,0,28
7,1,73,12,1,2,4,0,58
4,0,34,18,1,9,5,1,19
10,1,38,17,0,10,5,1,23
3,1,76,11,1,2,6,0,61
6,0,20,14,0,8,7,1,5
3,1,43,11,0,8,5,1,28
,0,64,13,0,,3,0,49
8,1,37,19,1,2,8,1,22
7,0,15,11,0,,5,1,0
6,0,40,20,0,6,8,0,25
3,0,56,11,1,,5,0,41
5,1,55,0,1,3,5,1,40
5,0,22,12,0,5,6,0,7
1,1,38,15,0,1,7,1,23
9,1,53,14,0,5,7,1,38
9,1,52,16,1,8,7,0,37
9,0,67,14,1,5,7,1,52
6,1,36,12,0,9,7,0,21
5,0,80,19,0,3,5,0,65
5,0,50,24,1,7,5,0,35
7,0,38,17,0,6,5,1,23
6,0,55,25,0,9,8,1,40
8,1,38,16,0,8,7,0,23
4,1,84,9,1,2,7,1,69
4,0,39,9,1,3,2,1,24
7,0,52,17,0,3,8,1,37
5,1,72,10,1,3,10,1,57
4,1,76,12,1,4,6,1,61
3,0,41,15,1,8,5,1,26
10,0,36,13,0,10,7,1,21
7,1,62,17,0,6,7,1,47
8,0,82,17,0,,10,1,67
5,0,56,15,0,4,4,1,41
2,0,27,13,0,1,0,0,12
7,1,72,10,1,2,9,0,57
6,0,,10,0,,6,0,
4,0,30,20,0,,5,0,15
7,1,62,11,1,7,7,1,47
0,1,54,11,1,3,5,1,39
4,0,41,16,0,3,2,0,26
5,1,42,16,0,10,4,0,27
4,1,16,11,0,,4,0,1
2,1,72,17,1,5,7,1,57
0,1,31,17,0,9,7,1,16
8,1,47,18,1,7,8,1,32
9,0,32,16,0,3,0,0,17
4,0,42,15,1,8,5,0,27
5,1,51,15,1,4,2,1,36
4,0,73,10,1,1,3,1,58
4,0,39,19,0,6,4,0,24
7,1,66,21,1,8,8,1,51
3,0,37,10,0,1,4,0,22
3,1,88,15,1,3,4,1,73
4,0,72,10,0,2,5,0,57
5,0,35,14,0,3,7,0,20
5,0,84,16,1,3,10,0,69
3,1,24,11,0,10,1,1,9
4,0,67,10,1,3,2,0,52
3,1,47,11,1,3,7,0,32
4,0,63,19,1,7,5,1,48
2,0,47,13,0,7,3,0,32
5,0,,9,1,,7,0,
6,0,55,11,1,1,6,1,40
10,0,35,21,0,1,2,1,20
4,0,27,12,0,1,5,0,12
2,0,24,14,0,7,4,0,9
6,1,35,15,0,9,3,0,20
5,0,44,15,0,1,4,1,29
8,1,19,14,0,8,6,0,4
3,1,44,12,1,3,7,0,29
8,1,77,10,0,2,8,1,62
8,1,82,9,1,4,8,1,67
8,1,55,13,1,,4,0,40
5,0,24,12,0,3,3,1,9
2,1,72,10,0,5,8,1,57
4,1,40,13,1,2,5,0,25
9,1,61,12,1,1,5,0,46
7,0,82,18,1,1,6,0,67
6,1,74,15,0,10,7,1,59
6,0,25,18,0,4,5,0,10
9,0,57,22,0,1,8,1,42
10,1,36,10,0,1,1,0,21
7,1,48,11,0,,2,1,33
3,1,41,11,0,1,5,1,26
5,1,74,9,1,7,2,1,59
7,1,42,24,1,6,8,0,27
4,0,73,20,1,4,4,0,58
6,1,74,16,0,4,7,1,59
1,0,87,13,0,4,3,1,72
2,1,65,18,1,9,6,1,50
3,0,39,20,1,10,3,0,24
6,0,29,14,1,,4,0,14
5,0,48,19,0,,6,1,33
5,1,50,15,0,2,5,0,35
4,0,40,17,0,10,7,0,25
5,0,56,20,0,10,5,1,41
8,1,22,17,0,,8,0,7
3,1,59,11,1,,3,0,44
7,1,57,15,0,10,7,0,42
2,1,63,11,0,,6,1,48
5,0,41,13,0,6,6,0,26
3,0,62,10,0,1,5,0,47
4,0,27,11,1,2,3,0,12
1,1,44,11,1,8,5,1,29
6,0,90,10,1,3,7,1,75
4,1,49,12,0,,5,1,34
4,1,82,0,0,,6,1,67
7,1,47,18,0,10,7,0,32
3,0,70,10,0,8,1,0,55
8,0,81,12,0,5,0,1,66
7,1,37,19,1,9,5,1,22
1,0,34,14,1,7,4,1,19
2,0,38,16,0,3,0,0,23
5,1,81,18,1,7,8,0,66
1,1,20,12,0,10,3,1,5
7,1,66,18,1,4,4,1,51
4,0,60,12,1,8,7,1,45
4,1,74,8,1,,6,0,59
4,0,31,17,1,10,4,1,16
8,0,83,10,0,,7,1,68
3,1,67,17,0,5,8,1,52
5,0,62,18,1,10,5,0,47
4,0,85,10,1,1,5,1,70
3,0,16,11,0,4,4,0,1
7,1,23,18,1,8,4,0,8
5,1,43,17,1,9,5,0,28
6,1,15,10,0,,10,0,0
6,1,47,21,0,9,8,0,32
0,1,41,11,0,6,8,0,26
5,1,50,18,1,5,5,1,35
3,0,17,14,0,1,5,0,2
4,0,27,19,0,4,7,1,12
6,1,81,9,1,3,8,1,66
8,1,35,12,0,6,5,0,20
,1,50,14,0,,7,1,35
1,0,71,10,1,4,8,0,56
8,1,40,16,1,4,5,1,25
6,1,30,22,0,,6,1,15
5,0,49,24,1,7,7,1,34
5,1,80,13,1,6,0,1,65
8,1,35,11,0,,7,0,20
3,1,52,8,1,4,8,1,37
8,1,67,14,1,2,8,1,52
2,0,32,17,0,7,4,0,17
4,0,50,,0,3,6,0,35
1,0,32,14,1,2,5,0,17
5,0,64,24,1,4,3,0,49
8,0,71,12,1,3,5,0,56
5,0,21,15,0,,4,0,6
2,1,45,11,0,4,7,0,30
7,0,61,12,1,6,7,1,46
4,1,54,12,1,1,5,1,39
8,0,79,10,0,2,7,0,64
5,0,59,16,1,4,,0,44
8,1,16,11,0,6,7,0,1
1,0,47,12,0,1,7,1,32
7,1,53,17,0,7,8,0,38
7,0,29,12,0,9,4,1,14
2,0,69,10,0,,4,0,54
3,0,58,13,1,,5,1,43
5,0,80,10,0,2,8,0,65
2,0,74,17,1,9,8,1,59
3,1,32,16,0,10,8,1,17
10,1,54,13,0,5,7,1,39
1,0,48,11,1,9,5,1,33
2,1,46,21,1,10,9,1,31
9,1,71,16,1,3,9,1,56
10,1,22,16,0,9,8,1,7
10,0,92,9,0,,5,1,77
2,0,78,14,1,,7,1,63
3,0,34,15,0,8,7,0,19
5,0,49,14,0,6,5,0,34
1,0,33,13,0,2,2,0,18
5,1,58,13,1,5,8,1,43
5,0,51,14,1,,8,1,36
5,1,76,11,0,6,5,1,61
5,0,36,19,1,4,4,0,21
7,0,60,15,1,,7,0,45
6,1,56,11,0,7,7,0,41
5,0,52,11,0,4,3,0,37
4,1,29,19,1,7,3,1,14
1,0,40,17,1,7,2,0,25
5,1,75,10,0,4,8,1,60
8,0,75,21,1,8,8,1,60
4,0,74,11,0,,3,1,59
0,1,60,11,0,1,2,1,45
2,1,67,17,1,9,6,1,52
6,0,33,16,0,8,5,0,18
3,0,77,12,0,,5,1,62
7,0,67,10,0,,8,0,52
0,0,80,10,1,,4,1,65
,0,80,10,1,2,0,0,65
6,0,44,14,0,10,6,1,29
8,0,72,12,0,2,4,1,57
7,1,22,10,1,4,2,0,7
5,1,61,12,0,4,5,1,46
6,0,81,14,0,3,6,0,66
2,0,61,11,1,7,6,1,46
6,0,65,18,1,9,5,0,50
5,0,60,21,0,10,6,1,45
8,1,83,10,1,8,5,0,68
1,0,45,12,0,8,5,0,30
0,0,87,8,0,,2,0,72
8,1,69,10,0,4,5,1,54
3,1,52,16,0,3,0,1,37
9,1,45,19,0,7,8,0,30
3,0,85,9,0,,10,1,70
6,0,40,18,0,6,0,0,25
3,1,51,12,0,6,6,0,36
3,1,39,20,1,9,5,0,24
7,0,63,17,1,7,5,1,48
5,1,22,9,0,5,0,0,7
7,1,52,16,1,2,4,0,37
7,0,56,16,1,,8,0,41
3,1,31,12,1,5,1,1,16
3,0,40,18,0,8,8,1,25
8,0,58,10,0,,7,1,43
,0,93,9,0,,5,1,78
7,0,53,2,0,2,6,1,38
5,0,29,12,0,7,7,0,14
3,0,43,16,1,,6,0,28
7,0,46,16,1,7,7,0,31
8,0,43,11,0,10,7,1,28
5,0,23,13,0,2,7,0,8
7,1,58,11,1,6,3,1,43
7,1,73,10,1,,8,1,58
7,1,70,12,1,9,6,1,55
2,0,22,17,0,6,5,0,7
5,0,65,17,1,4,8,1,50
6,1,36,15,0,9,8,0,21
5,1,27,22,0,,4,1,12
2,1,79,7,0,1,5,0,64
8,0,25,14,0,6,6,1,10
1,0,34,18,0,8,3,0,19
7,1,55,10,0,1,0,0,40
6,1,38,13,1,7,5,0,23
,0,16,11,0,,5,0,1
9,1,46,11,0,9,8,1,31
7,0,36,15,0,6,3,1,21
0,1,64,10,1,2,5,1,49
4,0,33,11,0,5,4,0,18
8,1,39,11,0,7,8,0,24
5,0,35,14,1,4,5,0,20
8,1,52,15,1,5,3,0,37
7,0,69,20,1,10,5,0,54
5,1,85,11,1,1,5,0,70
4,1,29,18,0,7,7,0,14
2,0,86,9,0,2,6,1,71
6,1,89,9,1,2,0,1,74
5,0,67,11,0,1,8,1,52
6,0,45,17,1,6,7,1,30
5,0,65,11,1,,7,1,50
7,0,36,24,1,3,7,1,21
9,1,71,14,1,5,3,1,56
7,0,88,10,0,1,8,1,73
6,1,48,15,0,4,5,0,33
6,1,55,19,1,6,7,1,40
3,0,73,13,0,7,3,1,58
8,1,37,17,0,10,7,1,22
4,1,22,13,0,,3,1,7
2,0,49,15,1,5,3,1,34
0,0,50,11,0,2,6,1,35
6,1,41,18,0,,5,0,26
4,0,27,15,0,3,5,1,12
9,0,27,23,0,10,5,1,12
8,1,59,12,0,,10,,44
6,1,84,10,1,,5,0,69
,1,24,15,0,9,2,1,9
5,0,35,11,0,3,6,1,20
3,0,45,14,0,1,4,0,30
4,0,22,18,0,1,4,0,7
0,0,30,11,0,2,2,0,15
9,1,33,28,0,7,6,0,18
1,0,45,11,1,8,8,1,30
4,1,49,20,0,10,7,1,34
3,0,41,10,0,6,3,1,26
7,0,75,9,0,,9,1,60
3,1,85,12,1,5,7,1,70
6,0,41,14,0,10,8,1,26
5,0,79,11,0,,1,1,64
2,0,25,15,0,3,,0,10
9,1,74,12,1,3,6,1,59
6,0,57,11,0,3,6,0,42
8,0,51,19,0,10,7,1,36
10,1,39,16,0,2,6,1,24
6,0,58,13,0,10,5,1,43
6,0,63,12,0,4,8,1,48
7,0,64,9,0,,8,0,49
8,0,29,16,1,3,6,0,14
6,0,16,11,0,9,4,1,1
8,1,84,9,,,8,1,69
4,0,47,14,1,7,5,0,32
7,0,66,14,1,5,7,1,51
6,1,66,22,0,3,3,1,51
7,0,30,13,0,5,7,0,15
5,0,58,10,1,2,4,1,43
4,1,29,17,0,6,7,0,14
8,1,72,11,1,1,7,1,57
5,0,40,17,1,5,8,0,25
1,1,45,17,1,1,1,1,30
0,1,24,14,1,,1,1,9
7,1,55,11,1,7,5,0,40
8,1,52,18,0,8,7,1,37
5,1,84,9,1,1,0,1,69
7,0,22,17,0,9,6,0,7
4,0,56,12,0,,0,1,41
9,0,23,17,0,7,7,0,8
5,0,44,15,1,9,2,0,29
6,0,39,15,0,4,7,1,24
5,1,57,17,1,5,7,1,42
5,0,35,13,0,4,5,0,20
9,0,29,11,0,4,8,1,14
2,0,81,9,0,1,5,0,66
4,1,70,14,1,6,7,1,55
2,0,34,17,1,3,10,0,19
6,1,78,21,0,8,7,0,63
9,0,74,10,1,6,0,1,59
,0,52,20,0,2,5,0,37
5,1,34,13,0,9,6,1,19
2,0,63,13,1,1,5,1,48
4,0,57,12,0,2,1,1,42
2,0,,15,1,4,4,0,
7,0,69,17,1,,7,1,54
5,0,38,18,0,9,5,0,23
8,1,25,15,0,,6,0,10
10,1,58,11,1,2,7,1,43
,0,31,11,0,10,5,1,16
7,1,46,20,0,5,8,0,31
9,1,54,12,0,9,7,1,39
4,0,44,15,1,8,4,1,29
5,1,21,10,0,1,2,0,6
4,1,29,11,0,,5,0,14
7,0,66,18,0,2,1,0,51
2,1,66,11,0,3,4,1,51
5,0,32,20,1,5,5,1,17
3,1,48,11,0,6,5,0,33
6,0,71,10,0,,5,0,56
3,0,62,10,0,3,4,1,47
3,0,67,10,0,1,0,0,52
8,1,61,18,1,5,2,0,46
5,1,60,16,1,7,5,1,45
9,0,55,16,1,10,8,1,40
8,0,64,17,1,3,7,1,49
6,1,42,17,0,9,5,1,27
8,1,31,14,0,10,2,1,16
5,0,70,7,1,,7,1,55
5,0,48,11,0,1,2,1,33
4,0,39,11,0,1,4,1,24
5,1,41,16,0,9,7,0,26
5,1,34,20,0,2,5,0,19
,0,36,13,1,6,5,1,21
5,1,35,28,0,10,8,0,20
7,1,30,18,0,5,10,0,15
10,1,72,10,1,,7,1,57
4,1,68,11,0,2,8,1,53
5,0,47,12,1,8,4,1,32
5,0,82,9,0,,6,1,67
10,1,60,15,1,4,7,0,45
7,0,80,12,0,2,6,1,65
6,0,38,17,0,6,7,1,23
4,1,60,10,1,,5,0,45
3,1,74,11,1,2,1,0,59
6,0,57,10,0,3,5,0,42
8,0,67,10,0,1,2,1,52
6,0,70,10,0,1,8,0,55
5,0,32,13,1,8,3,0,17
6,0,36,16,0,6,6,1,21
1,0,18,12,0,1,1,0,3
9,1,40,,0,4,5,0,25
4,1,44,18,0,6,5,0,29
6,1,47,11,0,2,3,0,32
8,1,84,10,1,1,7,1,69
7,0,33,15,0,,6,0,18
8,1,78,13,1,7,2,1,63
4,0,70,17,1,7,8,1,55
10,0,72,13,1,2,5,1,57
6,0,19,12,0,,5,1,4
7,1,44,11,0,1,2,0,29
4,1,68,10,1,,0,1,53
1,1,67,11,1,5,4,1,52
7,1,44,16,1,9,5,1,29
6,1,38,17,0,7,5,1,23
3,0,33,17,0,8,2,0,18
3,1,20,14,0,2,7,0,5
3,0,84,8,0,2,5,1,69
3,0,28,20,1,,8,1,13
7,1,33,14,1,9,5,0,18
7,1,67,11,0,9,6,1,52
