"stfdem","male","agea","eduyrs","mbtru","hinctnta","ppltrst","clsprty","age15"
3,1,,19,1,10,9,1,
9,1,82,9,0,2,8,1,67
6,0,20,15,0,,10,0,5
0,1,58,15,1,5,2,1,43
2,0,43,13,0,5,4,1,28
7,1,44,13,1,9,4,1,29
8,0,,12,1,2,0,0,
5,0,58,16,1,6,4,1,43
5,0,36,14,0,3,4,0,21
3,1,42,13,1,9,2,1,27
0,0,47,11,0,2,1,0,32
2,1,27,13,0,8,2,0,12
5,1,68,9,0,1,7,0,53
3,1,56,9,0,1,7,0,41
5,1,64,17,1,,7,,49
4,0,71,10,0,2,6,1,56
5,0,69,13,0,,9,1,54
9,1,43,13,0,8,7,1,28
0,1,77,9,1,2,3,1,62
8,1,84,9,1,2,8,1,69
7,0,53,11,1,7,5,0,38
5,0,39,20,0,,5,1,24
0,0,73,10,1,1,0,0,58
7,1,64,13,0,1,7,0,49
10,0,33,16,0,,10,0,18
0,1,45,12,0,2,5,1,30
6,0,66,15,1,4,7,0,51
5,1,50,11,1,7,7,0,35
8,1,58,15,1,4,7,0,43
,0,22,11,0,1,3,0,7
6,0,33,,0,,4,0,18
7,1,34,16,1,9,6,1,19
9,1,74,16,0,4,3,1,59
2,0,,,0,,2,0,
2,0,79,10,0,2,10,1,64
8,0,79,12,1,3,5,1,64
2,0,44,14,1,5,6,0,29
5,0,81,11,1,9,4,1,66
,0,57,12,0,10,6,0,42
4,1,55,18,1,10,6,0,40
5,1,66,16,1,1,7,1,51
8,0,80,10,0,2,4,0,65
,0,39,17,0,2,5,0,24
10,1,78,11,0,,7,1,63
1,0,37,13,0,,2,0,22
,0,38,12,0,,7,0,23
6,1,28,18,1,7,5,0,13
7,1,23,18,0,4,3,1,8
6,1,66,12,0,9,5,1,51
8,0,65,10,1,2,5,1,50
3,0,22,18,1,1,7,1,7
6,1,50,16,0,10,7,0,35
2,0,34,13,0,1,2,0,19
3,0,50,11,0,,5,0,35
6,1,78,10,1,1,5,1,63
9,1,62,13,1,5,7,1,47
7,0,85,9,0,1,8,0,70
9,1,42,17,0,10,8,1,27
5,0,43,11,0,7,7,1,28
5,0,68,11,1,2,5,1,53
8,1,54,14,1,6,3,1,39
4,0,30,16,0,,5,0,15
,0,33,13,1,2,5,0,18
4,0,51,11,0,1,3,1,36
0,0,70,10,0,3,6,1,55
8,1,59,12,1,9,5,0,44
0,0,29,18,1,6,5,0,14
5,0,69,19,1,5,7,1,54
4,1,87,7,0,,5,0,72
8,1,32,20,0,7,6,1,17
6,1,51,11,1,10,5,1,36
5,0,68,16,0,2,7,0,53
8,0,37,18,1,10,8,0,22
5,1,69,10,1,,5,1,54
7,1,64,20,0,10,10,1,49
7,0,77,10,1,3,6,0,62
7,0,58,10,0,1,7,0,43
3,0,54,12,1,2,4,1,39
5,0,71,9,1,1,5,1,56
6,1,34,18,0,3,3,0,19
0,1,63,10,0,,3,0,48
5,0,74,12,0,1,8,0,59
7,1,36,20,1,8,7,1,21
4,0,64,12,0,9,7,1,49
6,1,29,18,1,9,4,1,14
3,1,29,11,0,3,2,0,14
4,1,28,16,1,8,4,1,13
7,0,78,16,0,,5,1,63
9,1,77,12,1,1,5,1,62
3,1,76,19,0,10,3,1,61
7,0,34,18,0,9,7,1,19
4,0,46,12,0,1,4,0,31
4,0,21,17,0,5,4,0,6
9,1,44,19,0,10,7,1,29
2,0,44,12,0,4,2,1,29
8,1,39,12,0,7,7,0,24
0,1,74,10,1,,3,1,59
3,0,51,13,0,7,3,0,36
6,1,67,11,1,3,5,1,52
4,0,50,,0,,4,0,35
6,0,69,16,0,4,8,0,54
8,1,26,8,0,4,7,1,11
5,0,27,18,0,,5,0,12
4,0,55,12,1,4,3,0,40
7,0,37,15,1,6,3,0,22
3,1,29,13,1,3,5,1,14
0,0,54,12,1,3,8,0,39
4,0,86,14,1,4,8,0,71
,1,52,12,0,,4,1,37
2,1,86,20,1,8,3,0,71
3,1,60,11,1,8,5,1,45
4,1,60,18,1,8,7,1,45
7,1,65,10,1,2,0,1,50
1,0,51,25,0,5,2,1,36
7,1,68,14,0,9,7,1,53
6,0,35,19,0,10,7,1,20
9,1,17,13,0,2,6,0,2
2,1,41,13,0,1,7,1,26
3,1,68,13,1,8,5,0,53
2,0,31,14,0,1,5,1,16
,0,52,16,1,3,7,0,37
,0,58,10,0,,5,0,43
7,0,61,19,0,7,8,1,46
2,1,45,17,0,1,4,0,30
4,0,34,16,0,9,7,1,19
7,1,37,16,0,9,9,1,22
5,0,35,13,0,2,5,0,20
9,1,54,18,1,5,8,1,39
3,1,38,13,0,5,7,1,23
3,0,40,20,1,7,8,0,25
7,1,70,16,0,10,4,1,55
7,0,64,17,1,10,6,1,49
9,1,54,15,0,5,4,0,39
3,0,29,13,1,7,7,1,14
7,1,16,9,0,,8,0,1
7,1,27,11,0,7,8,1,12
4,1,76,10,1,2,4,1,61
0,1,51,14,1,1,6,1,36
3,0,69,11,1,7,3,0,54
2,1,48,21,1,,6,0,33
6,1,35,17,0,7,2,0,20
3,1,40,12,0,7,5,0,25
,0,78,12,1,3,5,0,63
5,0,24,14,0,2,8,0,9
5,1,64,9,1,3,2,0,49
5,0,72,8,0,4,6,1,57
3,0,26,10,0,2,1,1,11
5,1,81,10,0,1,0,0,66
7,0,31,16,0,,5,0,16
5,1,62,10,1,2,4,1,47
6,1,23,17,0,1,7,0,8
8,1,70,16,1,5,7,1,55
1,1,51,11,0,6,2,1,36
6,0,36,17,0,10,6,1,21
2,0,41,10,0,3,8,1,26
8,0,,,1,,6,0,
5,0,32,18,0,6,7,0,17
6,0,36,14,0,4,6,0,21
9,0,59,16,1,1,9,0,44
7,0,23,16,0,7,7,1,8
2,1,40,13,0,6,0,0,25
5,1,40,15,0,5,2,1,25
8,1,89,10,1,3,5,1,74
4,1,30,11,0,3,6,1,15
6,0,19,13,0,1,5,1,4
5,0,25,9,0,2,5,1,10
,0,72,14,1,,8,0,57
0,1,92,10,0,8,8,0,77
4,1,28,15,0,6,7,0,13
5,0,30,11,0,6,3,0,15
5,0,64,11,1,9,0,1,49
5,1,65,10,1,3,10,1,50
2,0,34,13,1,10,6,0,19
0,0,66,12,1,3,7,0,51
7,0,79,15,1,5,8,1,64
6,0,42,11,0,,0,1,27
5,0,49,11,0,6,7,1,34
2,0,22,8,0,1,3,1,7
7,0,58,14,1,7,6,0,43
8,0,40,17,0,1,9,0,25
7,1,50,15,0,9,3,0,35
7,1,34,14,0,,4,1,19
,0,91,10,0,,7,0,76
7,0,54,18,1,10,7,0,39
6,0,29,13,1,8,6,0,14
7,1,70,16,1,9,6,0,55
2,0,64,10,1,3,8,1,49
5,0,56,12,0,3,5,1,41
4,0,41,16,0,9,8,1,26
7,0,44,18,1,5,8,1,29
,0,87,9,,,5,1,72
7,1,42,10,1,7,7,0,27
6,1,72,15,1,7,4,1,57
4,1,72,10,0,1,5,0,57
7,0,43,19,0,4,8,0,28
6,0,61,16,1,,4,0,46
4,0,46,14,0,3,5,1,31
8,0,58,17,0,9,8,0,43
6,1,18,7,0,1,5,0,3
6,1,55,13,1,8,7,1,40
2,0,70,10,0,5,5,0,55
4,1,49,13,0,8,1,1,34
8,1,71,18,1,4,8,1,56
9,0,30,20,0,10,3,0,15
6,0,80,9,0,3,6,1,65
3,1,58,11,0,6,0,1,43
9,1,69,17,0,9,8,1,54
8,0,55,10,0,8,1,1,40
5,0,64,10,0,1,5,1,49
8,1,75,10,0,1,8,0,60
6,1,32,17,0,4,5,0,17
3,1,59,11,1,5,6,1,44
5,0,62,9,0,2,8,1,47
8,1,,10,0,4,9,1,
7,0,88,15,0,,6,1,73
5,1,81,10,0,6,5,1,66
6,1,78,9,1,3,5,0,63
9,0,36,13,0,3,7,0,21
8,0,51,15,0,6,8,1,36
1,1,78,18,0,6,1,1,63
1,0,34,12,0,2,5,1,19
4,0,26,15,0,,3,0,11
6,0,86,9,1,1,2,1,71
2,1,86,20,1,6,8,1,71
4,1,73,10,1,3,7,1,58
7,1,37,16,1,9,8,1,22
4,1,29,13,0,6,9,0,14
7,0,66,18,0,9,8,1,51
8,0,68,17,1,6,8,1,53
8,0,54,16,1,5,7,1,39
0,0,27,11,0,2,6,0,12
5,0,75,10,0,,8,0,60
8,1,62,20,1,3,8,0,47
0,0,65,11,0,1,2,0,50
9,0,47,9,0,,6,0,32
7,0,60,11,1,,7,0,45
3,0,40,5,0,,5,0,25
7,0,36,19,0,7,6,1,21
4,1,39,12,0,5,5,0,24
7,0,60,11,1,6,6,1,45
6,0,71,10,0,3,7,1,56
7,1,24,14,1,3,5,0,9
0,0,66,10,0,,6,1,51
7,1,34,18,0,6,7,1,19
5,0,64,20,1,5,8,0,49
5,1,25,8,0,3,7,1,10
5,0,44,12,0,9,5,1,29
7,1,74,10,0,5,6,1,59
,0,28,13,0,4,6,0,13
5,0,34,10,0,8,8,0,19
,1,61,12,0,,8,1,46
8,1,24,13,0,5,5,0,9
3,1,41,13,0,9,6,1,26
5,0,57,10,1,3,7,0,42
5,0,17,11,0,,5,0,2
8,1,74,21,1,7,7,1,59
6,0,67,10,0,6,8,1,52
7,0,22,12,0,1,5,1,7
4,0,42,15,0,3,3,0,27
5,1,42,11,1,5,5,1,27
3,0,70,10,0,1,3,0,55
8,0,54,15,1,8,5,1,39
3,0,63,11,1,6,4,0,48
7,1,74,16,0,10,5,1,59
7,0,64,14,1,,0,1,49
5,1,18,13,0,,6,0,3
4,0,25,19,1,8,5,1,10
4,0,69,13,0,5,3,1,54
4,1,38,15,1,10,4,0,23
6,0,44,17,1,6,7,1,29
3,1,17,12,0,1,3,1,2
5,1,39,20,0,10,2,1,24
4,1,77,14,1,7,7,0,62
6,0,60,17,0,,8,0,45
1,0,42,11,0,5,6,0,27
1,1,40,23,0,8,3,0,25
3,0,44,14,0,4,7,0,29
7,1,46,13,1,2,3,1,31
6,0,80,9,1,1,3,0,65
9,1,57,15,0,8,7,1,42
6,1,63,10,1,1,8,1,48
5,1,68,10,1,3,5,1,53
3,0,69,11,0,1,2,1,54
5,0,71,9,0,1,4,0,56
7,0,41,15,0,9,5,1,26
8,0,51,14,1,5,6,1,36
4,0,68,17,1,5,7,0,53
7,1,62,19,0,10,3,0,47
4,1,42,14,0,5,5,0,27
7,0,80,10,1,1,1,1,65
6,1,56,21,1,9,8,0,41
7,0,75,12,1,,6,1,60
1,1,57,7,0,1,3,0,42
0,1,44,12,0,1,5,0,29
3,0,53,15,1,9,7,0,38
3,0,32,22,0,3,1,1,17
3,1,58,16,1,2,5,1,43
8,1,49,16,0,10,7,0,34
7,0,59,13,0,6,2,0,44
6,0,35,20,0,10,3,1,20
6,1,69,10,1,2,0,1,54
2,0,67,10,1,,0,0,52
8,1,87,9,1,,6,0,72
4,1,67,10,1,4,6,0,52
7,1,39,15,0,8,6,0,24
7,1,16,10,0,,5,0,1
8,1,74,9,0,1,7,0,59
7,0,73,12,0,2,8,1,58
7,1,26,16,1,8,6,0,11
3,1,52,11,1,10,5,0,37
9,0,83,10,0,2,2,1,68
6,1,31,14,0,5,7,0,16
3,1,62,17,1,8,5,0,47
5,0,40,15,0,3,5,0,25
0,1,70,17,1,2,8,1,55
0,0,59,12,1,2,9,1,44
,1,28,13,0,5,5,0,13
4,1,23,14,0,3,7,0,8
8,0,51,17,1,8,7,1,36
7,1,18,13,0,,3,1,3
4,0,41,19,1,5,7,1,26
3,0,44,13,0,2,5,0,29
0,1,71,9,0,6,4,0,56
4,0,84,10,0,1,8,0,69
2,1,71,10,1,1,1,0,56
10,1,23,17,0,6,9,0,8
0,1,86,6,1,3,5,0,71
1,0,53,11,1,1,9,0,38
2,0,62,10,1,,2,0,47
5,1,48,11,1,6,5,1,33
0,1,46,12,1,10,5,0,31
7,0,58,11,0,6,3,1,43
10,0,82,16,1,3,6,0,67
2,0,38,16,0,,4,1,23
8,0,40,17,0,,6,0,25
8,0,78,11,1,5,5,1,63
7,1,,19,0,,6,1,
8,0,47,14,0,8,6,1,32
5,0,80,10,0,1,7,0,65
1,1,48,14,0,9,2,0,33
3,0,81,13,0,,6,1,66
2,1,76,9,0,2,1,1,61
6,1,80,10,1,,7,0,65
7,1,67,20,0,4,6,0,52
3,0,48,10,1,10,7,0,33
6,1,62,12,0,8,4,0,47
6,0,30,13,1,4,6,0,15
8,1,33,21,0,2,7,0,18
2,0,53,17,1,10,4,1,38
4,0,54,12,0,,6,0,39
2,1,46,11,0,2,6,1,31
10,1,64,12,1,1,7,1,49
5,0,51,11,0,7,4,0,36
1,0,67,10,0,2,2,1,52
8,1,58,12,1,10,5,1,43
9,1,69,17,1,,,1,54
2,0,50,11,1,,5,1,35
8,0,57,11,1,,6,0,42
3,0,44,17,1,7,9,0,29
4,1,77,10,1,4,0,1,62
7,0,44,20,0,7,7,1,29
8,0,66,15,0,2,7,1,51
8,0,71,15,1,,7,0,56
0,1,41,23,1,5,7,1,26
5,1,71,10,0,,7,1,56
5,0,61,11,0,10,5,1,46
5,0,32,17,1,4,5,1,17
6,1,54,16,1,2,8,1,39
9,1,61,22,1,6,7,1,46
1,1,58,18,1,8,3,1,43
7,0,17,13,0,,7,0,2
4,0,54,11,1,4,6,0,39
9,0,71,12,1,,7,1,56
6,1,67,11,1,3,5,1,52
9,1,70,21,1,9,5,0,55
9,0,65,16,1,6,9,1,50
6,0,48,18,1,,7,1,33
2,0,54,11,1,6,10,1,39
7,1,76,7,1,1,4,1,61
2,0,63,10,1,1,5,0,48
4,1,25,12,0,,3,1,10
,0,,18,0,,2,0,
5,0,58,15,1,2,5,1,43
5,0,56,2,0,,10,1,41
4,0,56,10,1,2,4,0,41
8,0,50,10,0,2,5,0,35
0,1,35,14,1,8,0,1,20
7,0,82,11,1,2,5,1,67
0,0,28,12,1,2,3,0,13
2,0,33,12,1,1,5,0,18
8,0,64,10,1,2,8,1,49
3,0,54,12,1,4,9,1,39
6,0,53,13,1,8,4,0,38
7,1,61,13,1,5,5,1,46
9,0,41,12,0,10,7,1,26
6,1,55,11,1,1,5,1,40
4,0,53,14,1,,4,1,38
5,0,37,16,1,,7,0,22
6,1,18,13,0,7,7,0,3
7,0,81,13,1,2,8,1,66
3,1,75,16,0,9,1,1,60
6,0,77,10,0,10,5,1,62
10,0,46,13,0,8,8,0,31
5,1,23,13,0,7,4,1,8
8,1,47,10,0,,4,0,32
8,1,65,10,1,3,5,1,50
,0,36,16,0,5,8,0,21
6,1,66,16,1,3,5,0,51
3,1,61,10,1,4,7,1,46
7,1,23,17,0,5,5,1,8
5,0,32,14,1,9,3,1,17
8,1,63,13,0,5,7,1,48
,0,58,9,0,4,6,1,43
3,1,59,17,1,7,3,1,44
4,0,39,7,0,1,8,0,24
4,1,70,12,1,4,5,1,55
6,0,61,20,1,2,8,1,46
7,0,19,14,0,,4,1,4
5,0,67,12,0,1,2,0,52
3,0,81,10,1,6,4,0,66
0,1,27,11,0,8,3,0,12
8,0,63,17,1,10,4,0,48
2,1,43,13,1,4,3,1,28
1,0,38,13,1,2,7,1,23
2,1,71,10,1,2,8,1,56
5,0,20,14,0,1,5,1,5
5,0,71,11,0,1,5,0,56
0,1,73,11,0,1,8,1,58
7,0,32,12,0,4,6,0,17
3,1,73,10,1,2,5,1,58
3,0,83,13,0,5,7,0,68
5,0,49,11,0,8,7,0,34
2,0,56,20,1,10,4,0,41
3,1,47,21,1,7,5,1,32
7,1,82,9,0,6,6,1,67
7,1,58,12,0,5,5,1,43
5,1,52,20,0,9,7,0,37
9,0,60,14,0,10,7,1,45
0,0,65,11,0,1,10,0,50
4,1,51,10,0,10,2,1,36
8,1,58,19,1,3,7,1,43
8,1,30,11,0,3,3,1,15
5,0,65,19,1,10,9,1,50
8,1,50,18,1,5,5,1,35
,0,44,15,0,5,8,0,29
3,0,80,11,1,3,0,1,65
4,0,59,19,1,9,7,1,44
5,1,51,10,0,,10,0,36
8,1,66,10,0,5,6,0,51
4,1,40,10,0,,6,1,25
3,1,65,13,1,2,0,0,50
7,0,40,16,0,,5,1,25
5,1,38,12,1,7,8,1,23
6,0,51,17,1,2,7,1,36
6,0,21,16,0,,6,0,6
5,0,52,10,0,6,5,0,37
6,1,81,13,1,9,8,1,66
2,0,43,11,0,10,3,0,28
1,0,24,20,0,4,2,0,9
3,0,69,11,1,2,0,1,54
1,0,15,10,0,,1,1,0
5,0,54,11,1,1,8,1,39
8,0,43,11,0,,5,0,28
6,0,66,11,1,5,7,1,51
4,1,78,10,1,5,4,0,63
7,1,22,14,0,3,4,0,7
6,1,24,18,0,1,3,0,9
10,0,48,19,1,1,7,0,33
6,1,48,15,0,9,9,1,33
9,0,78,12,0,4,7,1,63
8,1,69,11,0,8,5,1,54
3,0,45,14,0,1,5,0,30
9,0,40,6,0,2,2,1,25
8,1,67,11,1,9,7,1,52
3,1,47,12,1,2,5,1,32
4,1,48,14,1,8,5,1,33
4,0,58,13,1,3,3,0,43
5,1,66,13,1,3,0,0,51
3,1,78,13,1,5,5,1,63
7,1,56,17,1,2,8,1,41
0,0,50,11,1,2,0,0,35
7,1,63,18,0,10,4,1,48
4,0,75,10,0,,3,0,60
3,0,23,17,0,5,5,1,8
8,1,41,13,0,,7,0,26
3,1,57,11,1,4,5,1,42
10,0,,,,,1,1,
6,0,47,11,1,1,4,1,32
8,1,29,16,0,8,7,1,14
5,1,18,14,0,,7,1,3
6,0,91,11,0,6,3,1,76
4,0,29,15,1,1,3,1,14
,1,77,12,0,1,0,1,62
,0,88,9,1,2,6,0,73
9,1,64,13,0,7,8,0,49
4,1,68,13,0,6,6,1,53
4,1,50,10,0,1,2,1,35
,0,78,9,0,1,6,0,63
5,0,39,13,0,8,7,1,24
6,1,74,10,0,,7,1,59
0,1,26,12,0,,5,0,11
2,0,34,15,0,2,2,0,19
8,0,61,22,1,8,7,0,46
7,0,34,15,0,3,7,1,19
8,1,77,23,0,9,5,1,62
3,0,31,12,1,10,9,1,16
8,1,62,13,0,6,4,1,47
10,0,35,23,0,5,6,0,20
5,0,29,11,0,1,7,0,14
8,0,42,18,0,7,4,0,27
4,1,33,15,1,10,7,0,18
10,1,27,13,0,1,4,1,12
0,1,38,18,0,9,8,1,23
5,0,56,9,1,9,8,0,41
5,0,47,11,1,10,5,0,32
4,0,30,13,0,4,4,0,15
8,1,53,12,1,8,5,1,38
3,0,57,17,0,6,7,0,42
2,1,74,12,0,3,7,0,59
6,1,70,10,1,9,5,0,55
7,0,55,14,0,,2,0,40
6,1,73,10,1,,6,1,58
5,0,63,11,0,6,7,1,48
0,1,48,9,0,,8,0,33
2,0,54,13,0,3,3,0,39
5,0,68,10,1,7,3,0,53
5,1,47,13,1,,5,1,32
5,0,53,9,0,4,4,0,38
6,0,75,11,1,5,7,0,60
3,1,80,11,1,2,7,1,65
5,0,57,10,1,6,5,1,42
4,0,34,12,0,3,8,0,19
9,1,82,20,0,4,5,1,67
3,0,62,10,0,2,5,0,47
0,0,56,11,1,,4,1,41
8,0,80,18,0,3,5,0,65
5,0,61,11,0,3,8,0,46
5,0,22,13,0,2,4,0,7
7,1,30,12,0,6,7,0,15
0,1,67,11,0,2,4,1,52
5,0,23,12,1,2,5,0,8
8,0,76,16,1,6,5,1,61
0,1,25,14,1,6,5,1,10
6,0,15,10,0,,7,0,0
6,1,41,11,0,8,5,1,26
8,0,48,20,1,6,8,0,33
8,0,32,17,0,9,8,1,17
4,0,36,16,0,10,4,0,21
0,0,53,11,0,2,6,0,38
5,0,65,12,0,,5,0,50
7,1,40,11,1,7,7,0,25
7,0,47,16,0,,6,0,32
5,0,71,10,0,1,7,0,56
9,0,,14,0,2,8,1,
9,0,38,18,0,10,7,0,23
4,1,52,17,1,8,8,0,37
0,0,49,17,0,6,3,0,34
3,1,31,12,0,10,0,0,16
5,0,58,11,1,7,5,1,43
8,1,49,14,1,4,7,0,34
4,0,43,10,0,,0,1,28
4,1,23,17,0,10,5,0,8
4,0,62,11,0,5,6,0,47
3,0,56,11,0,1,3,0,41
5,0,69,10,1,3,7,1,54
,0,18,13,0,,5,0,3
7,1,22,13,0,8,8,1,7
7,1,27,12,0,3,7,0,12
